order_id,customer_id,product_id,order_date,quantity,product_name,category,price,total_value
ORD6179,CUST1905,PROD122,2025-01-26,1,Why,Electronics,393.41,393.41
ORD6180,CUST1885,PROD113,2025-03-25,3,Run,Toys,416.53,1249.59
ORD6181,CUST1704,PROD132,2024-07-19,2,Look,Toys,364.57,729.14
ORD6182,CUST1021,PROD117,2025-03-01,3,Chair,Clothing,48.76,146.28
ORD6183,CUST1473,PROD148,2025-02-01,1,Thousand,Clothing,291.93,291.93
ORD6184,CUST1119,PROD140,2025-06-05,3,System,Electronics,232.38,697.14
ORD6185,CUST1209,PROD108,2025-05-05,2,Chance,Toys,28.21,56.42
ORD6186,CUST1305,PROD122,2025-05-11,1,Why,Electronics,393.41,393.41
ORD6187,CUST1269,PROD109,2025-02-13,2,Understand,Home,137.99,275.98
ORD6188,CUST1703,PROD118,2024-08-30,3,According,Home,396.95,1190.85
ORD6189,CUST1686,PROD146,2025-02-19,4,Final,Toys,176.97,707.88
ORD6190,CUST1284,PROD104,2025-01-16,3,Cup,Books,140.99,422.97
ORD6191,CUST1715,PROD146,2024-08-09,2,Final,Toys,176.97,353.94
ORD6192,CUST1675,PROD122,2024-12-15,3,Why,Electronics,393.41,1180.23
ORD6193,CUST1762,PROD129,2025-03-20,4,Life,Home,320.14,1280.56
ORD6194,CUST1226,PROD124,2024-09-09,2,Piece,Electronics,403.5,807.0
ORD6195,CUST1947,PROD127,2024-07-09,3,Ago,Clothing,490.33,1470.99
ORD6196,CUST1380,PROD133,2025-01-07,2,Window,Electronics,275.99,551.98
ORD6197,CUST1459,PROD144,2025-02-12,2,Free,Toys,27.7,55.4
ORD6198,CUST1006,PROD147,2024-09-13,1,Discover,Toys,108.52,108.52
ORD6199,CUST1028,PROD146,2024-10-07,1,Final,Toys,176.97,176.97
ORD6200,CUST1906,PROD124,2025-06-23,2,Piece,Electronics,403.5,807.0
ORD6201,CUST1032,PROD109,2025-06-17,3,Understand,Home,137.99,413.97
ORD6202,CUST1645,PROD113,2025-04-18,3,Run,Toys,416.53,1249.59
ORD6203,CUST1878,PROD141,2024-10-13,3,Arrive,Toys,421.84,1265.52
ORD6204,CUST1078,PROD145,2025-06-12,4,Consider,Toys,312.3,1249.2
ORD6205,CUST1927,PROD129,2024-12-22,2,Life,Home,320.14,640.28
ORD6206,CUST1946,PROD140,2024-07-20,2,System,Electronics,232.38,464.76
ORD6207,CUST1458,PROD124,2025-05-30,4,Piece,Electronics,403.5,1614.0
ORD6208,CUST1569,PROD113,2025-02-04,2,Run,Toys,416.53,833.06
ORD6209,CUST1982,PROD134,2024-11-18,2,Help,Clothing,228.2,456.4
ORD6210,CUST1537,PROD147,2025-03-14,4,Discover,Toys,108.52,434.08
ORD6211,CUST1481,PROD133,2025-03-15,1,Window,Electronics,275.99,275.99
ORD6212,CUST1429,PROD109,2025-01-04,2,Understand,Home,137.99,275.98
ORD6213,CUST1737,PROD134,2024-12-15,4,Help,Clothing,228.2,912.8
ORD6214,CUST1284,PROD110,2025-03-12,3,Site,Toys,15.98,47.94
ORD6215,CUST1515,PROD110,2025-05-26,1,Site,Toys,15.98,15.98
ORD6216,CUST1976,PROD120,2025-03-25,3,Seat,Toys,242.62,727.86
ORD6217,CUST1098,PROD120,2025-04-12,2,Seat,Toys,242.62,485.24
ORD6218,CUST1396,PROD121,2025-06-05,1,Almost,Electronics,213.17,213.17
ORD6219,CUST1488,PROD144,2024-12-19,4,Free,Toys,27.7,110.8
ORD6220,CUST1038,PROD106,2025-04-20,2,Car,Books,439.72,879.44
ORD6221,CUST1270,PROD116,2024-10-05,4,Power,Clothing,484.15,1936.6
ORD6222,CUST1886,PROD101,2025-03-07,1,Science,Electronics,124.34,124.34
ORD6223,CUST1796,PROD111,2025-03-11,3,Administration,Clothing,251.59,754.77
ORD6224,CUST1156,PROD141,2025-05-02,2,Arrive,Toys,421.84,843.68
ORD6225,CUST1074,PROD117,2024-07-26,2,Chair,Clothing,48.76,97.52
ORD6226,CUST1883,PROD110,2025-05-22,4,Site,Toys,15.98,63.92
ORD6227,CUST1799,PROD115,2025-07-06,1,Result,Clothing,409.11,409.11
ORD6228,CUST1129,PROD148,2024-07-13,4,Thousand,Clothing,291.93,1167.72
ORD6229,CUST1686,PROD117,2024-11-23,1,Chair,Clothing,48.76,48.76
ORD6230,CUST1973,PROD134,2024-08-12,2,Help,Clothing,228.2,456.4
ORD6231,CUST1083,PROD125,2024-08-11,1,Article,Home,452.06,452.06
ORD6232,CUST1021,PROD115,2024-07-24,2,Result,Clothing,409.11,818.22
ORD6233,CUST1458,PROD105,2024-08-31,1,Hot,Toys,107.58,107.58
ORD6234,CUST1538,PROD143,2025-01-03,3,Glass,Home,37.79,113.37
ORD6235,CUST1706,PROD142,2024-08-07,1,Above,Toys,385.61,385.61
ORD6236,CUST1848,PROD146,2024-10-03,3,Final,Toys,176.97,530.91
ORD6237,CUST1381,PROD146,2024-12-12,1,Final,Toys,176.97,176.97
ORD6238,CUST1747,PROD147,2024-10-23,1,Discover,Toys,108.52,108.52
ORD6239,CUST1439,PROD141,2025-05-30,4,Arrive,Toys,421.84,1687.36
ORD6240,CUST1603,PROD111,2025-04-26,4,Administration,Clothing,251.59,1006.36
ORD6241,CUST1988,PROD112,2025-06-13,2,Stuff,Home,240.72,481.44
ORD6242,CUST1020,PROD103,2025-05-29,4,Case,Toys,129.46,517.84
ORD6243,CUST1302,PROD138,2025-04-17,1,Provide,Toys,350.33,350.33
ORD6244,CUST1975,PROD101,2025-03-21,4,Science,Electronics,124.34,497.36
ORD6245,CUST1868,PROD125,2024-10-29,1,Article,Home,452.06,452.06
ORD6246,CUST1954,PROD126,2025-05-27,3,Buy,Toys,310.55,931.6500000000001
ORD6247,CUST1083,PROD126,2024-08-29,1,Buy,Toys,310.55,310.55
ORD6248,CUST1773,PROD114,2025-02-05,2,Themselves,Electronics,157.35,314.7
ORD6249,CUST1658,PROD107,2025-02-15,3,Them,Toys,379.71,1139.1299999999999
ORD6250,CUST1952,PROD106,2024-08-19,2,Car,Books,439.72,879.44
ORD6251,CUST1452,PROD146,2025-01-22,2,Final,Toys,176.97,353.94
ORD6252,CUST1386,PROD145,2024-09-23,2,Consider,Toys,312.3,624.6
ORD6253,CUST1506,PROD139,2025-04-09,4,Group,Books,399.25,1597.0
ORD6254,CUST1256,PROD111,2024-11-13,2,Administration,Clothing,251.59,503.18
ORD6255,CUST1569,PROD112,2025-05-14,3,Stuff,Home,240.72,722.16
ORD6256,CUST1891,PROD142,2024-10-28,1,Above,Toys,385.61,385.61
ORD6257,CUST1933,PROD116,2025-01-27,2,Power,Clothing,484.15,968.3
ORD6258,CUST1526,PROD116,2024-11-02,3,Power,Clothing,484.15,1452.4499999999998
ORD6259,CUST1161,PROD135,2024-08-08,2,Director,Electronics,455.68,911.36
ORD6260,CUST1956,PROD120,2025-05-13,1,Seat,Toys,242.62,242.62
ORD6261,CUST1162,PROD107,2024-10-15,3,Them,Toys,379.71,1139.1299999999999
ORD6262,CUST1831,PROD104,2024-08-08,3,Cup,Books,140.99,422.97
ORD6263,CUST1792,PROD125,2025-02-19,1,Article,Home,452.06,452.06
ORD6264,CUST1791,PROD115,2024-11-10,3,Result,Clothing,409.11,1227.33
ORD6265,CUST1523,PROD135,2025-07-03,1,Director,Electronics,455.68,455.68
ORD6266,CUST1785,PROD127,2024-09-17,3,Ago,Clothing,490.33,1470.99
ORD6267,CUST1270,PROD128,2024-11-15,3,Station,Electronics,306.0,918.0
ORD6268,CUST1491,PROD146,2024-07-23,1,Final,Toys,176.97,176.97
ORD6269,CUST1207,PROD111,2024-10-22,1,Administration,Clothing,251.59,251.59
ORD6270,CUST1538,PROD136,2025-01-12,3,Site,Home,152.49,457.47
ORD6271,CUST1583,PROD129,2025-03-30,3,Life,Home,320.14,960.42
ORD6272,CUST1059,PROD122,2025-04-20,1,Why,Electronics,393.41,393.41
ORD6273,CUST1429,PROD115,2025-02-28,4,Result,Clothing,409.11,1636.44
ORD6274,CUST1984,PROD113,2025-05-02,1,Run,Toys,416.53,416.53
ORD6275,CUST1656,PROD109,2025-02-09,3,Understand,Home,137.99,413.97
ORD6276,CUST1604,PROD106,2025-07-01,3,Car,Books,439.72,1319.16
ORD6277,CUST1308,PROD144,2025-03-25,3,Free,Toys,27.7,83.1
ORD6278,CUST1519,PROD136,2024-12-29,1,Site,Home,152.49,152.49
ORD6279,CUST1590,PROD128,2025-01-15,3,Station,Electronics,306.0,918.0
ORD6280,CUST1026,PROD102,2025-04-07,4,Focus,Electronics,106.5,426.0
ORD6281,CUST1685,PROD114,2024-07-29,2,Themselves,Electronics,157.35,314.7
ORD6282,CUST1561,PROD135,2025-05-11,4,Director,Electronics,455.68,1822.72
ORD6283,CUST1198,PROD146,2024-09-11,1,Final,Toys,176.97,176.97
ORD6284,CUST1386,PROD145,2025-04-11,3,Consider,Toys,312.3,936.9000000000001
ORD6285,CUST1348,PROD118,2024-07-13,1,According,Home,396.95,396.95
ORD6286,CUST1959,PROD112,2025-04-29,2,Stuff,Home,240.72,481.44
ORD6287,CUST1939,PROD141,2025-07-04,1,Arrive,Toys,421.84,421.84
ORD6288,CUST1692,PROD120,2024-07-21,3,Seat,Toys,242.62,727.86
ORD6289,CUST1535,PROD136,2024-08-11,2,Site,Home,152.49,304.98
ORD6290,CUST1827,PROD126,2025-03-29,2,Buy,Toys,310.55,621.1
ORD6291,CUST1377,PROD128,2024-12-10,3,Station,Electronics,306.0,918.0
ORD6292,CUST1898,PROD119,2025-01-01,3,Force,Toys,297.03,891.0899999999999
ORD6293,CUST1915,PROD124,2025-04-05,3,Piece,Electronics,403.5,1210.5
ORD6294,CUST1557,PROD105,2024-12-29,1,Hot,Toys,107.58,107.58
ORD6295,CUST1526,PROD135,2025-02-10,4,Director,Electronics,455.68,1822.72
ORD6296,CUST1152,PROD101,2024-12-10,1,Science,Electronics,124.34,124.34
ORD6297,CUST1733,PROD121,2025-06-03,1,Almost,Electronics,213.17,213.17
ORD6298,CUST1205,PROD131,2024-08-04,4,Beyond,Electronics,50.05,200.2
ORD6299,CUST1454,PROD115,2025-03-17,3,Result,Clothing,409.11,1227.33
ORD6300,CUST1272,PROD117,2024-10-08,3,Chair,Clothing,48.76,146.28
ORD6301,CUST1893,PROD104,2024-11-06,4,Cup,Books,140.99,563.96
ORD6302,CUST1235,PROD135,2024-11-06,4,Director,Electronics,455.68,1822.72
ORD6303,CUST1851,PROD129,2025-07-07,1,Life,Home,320.14,320.14
ORD6304,CUST1739,PROD144,2024-12-04,2,Free,Toys,27.7,55.4
ORD6305,CUST1520,PROD118,2025-05-11,4,According,Home,396.95,1587.8
ORD6306,CUST1677,PROD122,2025-04-13,1,Why,Electronics,393.41,393.41
ORD6307,CUST1943,PROD133,2024-08-25,2,Window,Electronics,275.99,551.98
ORD6308,CUST1955,PROD112,2025-04-21,3,Stuff,Home,240.72,722.16
ORD6309,CUST1830,PROD142,2024-12-26,3,Above,Toys,385.61,1156.83
ORD6310,CUST1725,PROD128,2024-09-06,1,Station,Electronics,306.0,306.0
ORD6311,CUST1500,PROD135,2024-10-14,1,Director,Electronics,455.68,455.68
ORD6312,CUST1116,PROD121,2025-02-17,4,Almost,Electronics,213.17,852.68
ORD6313,CUST1385,PROD146,2024-11-03,3,Final,Toys,176.97,530.91
ORD6314,CUST1343,PROD135,2024-12-23,1,Director,Electronics,455.68,455.68
ORD6315,CUST1583,PROD108,2024-12-19,3,Chance,Toys,28.21,84.63
ORD6316,CUST1394,PROD138,2024-07-30,3,Provide,Toys,350.33,1050.99
ORD6317,CUST1063,PROD118,2024-07-17,4,According,Home,396.95,1587.8
ORD6318,CUST1716,PROD137,2024-09-16,2,Election,Electronics,264.18,528.36
ORD6319,CUST1720,PROD105,2024-09-20,4,Hot,Toys,107.58,430.32
ORD6320,CUST1071,PROD146,2024-10-12,1,Final,Toys,176.97,176.97
ORD6321,CUST1788,PROD114,2024-10-31,4,Themselves,Electronics,157.35,629.4
ORD6322,CUST1273,PROD119,2024-07-15,4,Force,Toys,297.03,1188.12
ORD6323,CUST1989,PROD108,2025-01-23,3,Chance,Toys,28.21,84.63
ORD6324,CUST1319,PROD131,2024-09-27,4,Beyond,Electronics,50.05,200.2
ORD6325,CUST1337,PROD103,2025-01-19,1,Case,Toys,129.46,129.46
ORD6326,CUST1365,PROD149,2024-11-15,2,Air,Clothing,174.07,348.14
ORD6327,CUST1494,PROD117,2025-03-25,4,Chair,Clothing,48.76,195.04
ORD6328,CUST1606,PROD104,2024-11-29,4,Cup,Books,140.99,563.96
ORD6329,CUST1165,PROD119,2025-01-19,2,Force,Toys,297.03,594.06
ORD6330,CUST1543,PROD122,2024-10-24,1,Why,Electronics,393.41,393.41
ORD6331,CUST1010,PROD110,2025-06-06,1,Site,Toys,15.98,15.98
ORD6332,CUST1300,PROD136,2025-05-01,4,Site,Home,152.49,609.96
ORD6333,CUST1728,PROD121,2024-11-01,3,Almost,Electronics,213.17,639.51
ORD6334,CUST1800,PROD103,2025-03-20,4,Case,Toys,129.46,517.84
ORD6335,CUST1101,PROD128,2025-07-07,2,Station,Electronics,306.0,612.0
ORD6336,CUST1424,PROD143,2025-02-10,2,Glass,Home,37.79,75.58
ORD6337,CUST1391,PROD133,2025-01-31,2,Window,Electronics,275.99,551.98
ORD6338,CUST1778,PROD112,2024-12-03,4,Stuff,Home,240.72,962.88
ORD6339,CUST1213,PROD141,2024-10-29,4,Arrive,Toys,421.84,1687.36
ORD6340,CUST1690,PROD108,2025-03-30,1,Chance,Toys,28.21,28.21
ORD6341,CUST1087,PROD141,2024-11-25,3,Arrive,Toys,421.84,1265.52
ORD6342,CUST1552,PROD130,2024-09-21,4,Hour,Home,279.63,1118.52
ORD6343,CUST1400,PROD106,2025-02-16,1,Car,Books,439.72,439.72
ORD6344,CUST1587,PROD103,2025-03-05,4,Case,Toys,129.46,517.84
ORD6345,CUST1888,PROD118,2024-12-05,1,According,Home,396.95,396.95
ORD6346,CUST1045,PROD141,2025-03-27,1,Arrive,Toys,421.84,421.84
ORD6347,CUST1671,PROD129,2025-05-13,3,Life,Home,320.14,960.42
ORD6348,CUST1462,PROD130,2025-05-03,4,Hour,Home,279.63,1118.52
ORD6349,CUST1591,PROD134,2025-01-22,1,Help,Clothing,228.2,228.2
ORD6350,CUST1309,PROD120,2024-07-18,2,Seat,Toys,242.62,485.24
ORD6351,CUST1085,PROD130,2024-11-18,2,Hour,Home,279.63,559.26
ORD6352,CUST1091,PROD118,2025-02-27,2,According,Home,396.95,793.9
ORD6353,CUST1659,PROD130,2024-09-26,3,Hour,Home,279.63,838.89
ORD6354,CUST1672,PROD131,2025-03-24,1,Beyond,Electronics,50.05,50.05
ORD6355,CUST1713,PROD101,2024-08-24,3,Science,Electronics,124.34,373.02
ORD6356,CUST1935,PROD109,2024-12-08,4,Understand,Home,137.99,551.96
ORD6357,CUST1927,PROD101,2024-10-15,4,Science,Electronics,124.34,497.36
ORD6358,CUST1241,PROD101,2024-08-10,1,Science,Electronics,124.34,124.34
ORD6359,CUST1864,PROD123,2025-01-30,2,Bill,Clothing,321.48,642.96
ORD6360,CUST1001,PROD116,2024-11-26,1,Power,Clothing,484.15,484.15
ORD6361,CUST1224,PROD131,2025-01-27,1,Beyond,Electronics,50.05,50.05
ORD6362,CUST1800,PROD115,2025-01-21,1,Result,Clothing,409.11,409.11
ORD6363,CUST1744,PROD115,2025-04-10,3,Result,Clothing,409.11,1227.33
ORD6364,CUST1972,PROD145,2024-10-02,4,Consider,Toys,312.3,1249.2
ORD6365,CUST1925,PROD138,2024-08-28,1,Provide,Toys,350.33,350.33
ORD6366,CUST1928,PROD130,2024-07-28,1,Hour,Home,279.63,279.63
ORD6367,CUST1588,PROD142,2024-09-20,1,Above,Toys,385.61,385.61
ORD6368,CUST1115,PROD123,2025-05-02,3,Bill,Clothing,321.48,964.44
ORD6369,CUST1665,PROD100,2025-03-19,3,Follow,Electronics,192.04,576.12
ORD6370,CUST1917,PROD110,2024-12-17,3,Site,Toys,15.98,47.94
ORD6371,CUST1102,PROD120,2024-11-11,1,Seat,Toys,242.62,242.62
ORD6372,CUST1193,PROD103,2024-07-13,2,Case,Toys,129.46,258.92
ORD6373,CUST1165,PROD106,2025-01-15,2,Car,Books,439.72,879.44
ORD6374,CUST1870,PROD125,2025-04-03,2,Article,Home,452.06,904.12
ORD6375,CUST1089,PROD146,2024-09-19,4,Final,Toys,176.97,707.88
ORD6376,CUST1685,PROD149,2024-08-19,1,Air,Clothing,174.07,174.07
ORD6377,CUST1121,PROD111,2025-01-23,2,Administration,Clothing,251.59,503.18
ORD6378,CUST1142,PROD130,2024-07-17,2,Hour,Home,279.63,559.26
ORD6379,CUST1993,PROD116,2024-12-30,2,Power,Clothing,484.15,968.3
ORD6380,CUST1105,PROD132,2025-03-29,1,Look,Toys,364.57,364.57
ORD6381,CUST1886,PROD110,2025-01-22,2,Site,Toys,15.98,31.96
ORD6382,CUST1427,PROD127,2024-07-11,2,Ago,Clothing,490.33,980.66
ORD6383,CUST1304,PROD131,2024-11-26,1,Beyond,Electronics,50.05,50.05
ORD6384,CUST1871,PROD100,2024-12-16,4,Follow,Electronics,192.04,768.16
ORD6385,CUST1970,PROD146,2024-11-15,3,Final,Toys,176.97,530.91
ORD6386,CUST1316,PROD127,2024-10-09,2,Ago,Clothing,490.33,980.66
ORD6387,CUST1962,PROD141,2025-05-08,3,Arrive,Toys,421.84,1265.52
ORD6388,CUST1634,PROD106,2024-07-28,4,Car,Books,439.72,1758.88
ORD6389,CUST1901,PROD101,2025-01-23,4,Science,Electronics,124.34,497.36
ORD6390,CUST1008,PROD141,2025-04-24,2,Arrive,Toys,421.84,843.68
ORD6391,CUST1773,PROD123,2025-03-25,1,Bill,Clothing,321.48,321.48
ORD6392,CUST1072,PROD103,2024-07-07,4,Case,Toys,129.46,517.84
ORD6393,CUST1358,PROD143,2024-11-21,3,Glass,Home,37.79,113.37
ORD6394,CUST1222,PROD118,2025-02-12,3,According,Home,396.95,1190.85
ORD6395,CUST1415,PROD125,2024-07-10,3,Article,Home,452.06,1356.18
ORD6396,CUST1552,PROD110,2024-10-18,3,Site,Toys,15.98,47.94
ORD6397,CUST1369,PROD139,2025-03-03,4,Group,Books,399.25,1597.0
ORD6398,CUST1715,PROD149,2025-03-01,2,Air,Clothing,174.07,348.14
ORD6399,CUST1263,PROD142,2024-11-17,2,Above,Toys,385.61,771.22
ORD6400,CUST1839,PROD110,2025-05-20,3,Site,Toys,15.98,47.94
ORD6401,CUST1689,PROD144,2025-02-08,2,Free,Toys,27.7,55.4
ORD6402,CUST1859,PROD102,2025-03-25,3,Focus,Electronics,106.5,319.5
ORD6403,CUST1317,PROD111,2025-06-23,3,Administration,Clothing,251.59,754.77
ORD6404,CUST1083,PROD102,2025-06-28,1,Focus,Electronics,106.5,106.5
ORD6405,CUST1317,PROD141,2025-06-23,4,Arrive,Toys,421.84,1687.36
ORD6406,CUST1110,PROD126,2025-02-02,4,Buy,Toys,310.55,1242.2
ORD6407,CUST1250,PROD148,2025-01-20,3,Thousand,Clothing,291.93,875.79
ORD6408,CUST1382,PROD101,2024-11-12,4,Science,Electronics,124.34,497.36
ORD6409,CUST1006,PROD148,2024-07-10,2,Thousand,Clothing,291.93,583.86
ORD6410,CUST1458,PROD115,2025-03-25,3,Result,Clothing,409.11,1227.33
ORD6411,CUST1083,PROD101,2025-02-23,1,Science,Electronics,124.34,124.34
ORD6412,CUST1207,PROD129,2025-01-03,2,Life,Home,320.14,640.28
ORD6413,CUST1899,PROD119,2025-01-10,1,Force,Toys,297.03,297.03
ORD6414,CUST1389,PROD137,2025-05-19,1,Election,Electronics,264.18,264.18
ORD6415,CUST1313,PROD127,2024-09-26,4,Ago,Clothing,490.33,1961.32
ORD6416,CUST1021,PROD124,2025-02-25,4,Piece,Electronics,403.5,1614.0
ORD6417,CUST1409,PROD131,2024-09-24,3,Beyond,Electronics,50.05,150.14999999999998
ORD6418,CUST1894,PROD109,2024-11-05,4,Understand,Home,137.99,551.96
ORD6419,CUST1514,PROD141,2025-03-19,1,Arrive,Toys,421.84,421.84
ORD6420,CUST1126,PROD139,2025-03-13,1,Group,Books,399.25,399.25
ORD6421,CUST1808,PROD132,2024-12-16,2,Look,Toys,364.57,729.14
ORD6422,CUST1699,PROD112,2024-09-10,1,Stuff,Home,240.72,240.72
ORD6423,CUST1873,PROD140,2024-09-09,3,System,Electronics,232.38,697.14
ORD6424,CUST1013,PROD141,2024-12-13,3,Arrive,Toys,421.84,1265.52
ORD6425,CUST1970,PROD146,2024-08-28,4,Final,Toys,176.97,707.88
ORD6426,CUST1977,PROD136,2025-03-07,4,Site,Home,152.49,609.96
ORD6427,CUST1011,PROD115,2025-04-04,4,Result,Clothing,409.11,1636.44
ORD6428,CUST1086,PROD144,2025-03-22,3,Free,Toys,27.7,83.1
ORD6429,CUST1523,PROD121,2024-09-09,1,Almost,Electronics,213.17,213.17
ORD6430,CUST1908,PROD119,2025-04-03,4,Force,Toys,297.03,1188.12
ORD6431,CUST1536,PROD149,2025-04-29,2,Air,Clothing,174.07,348.14
ORD6432,CUST1300,PROD142,2025-04-01,4,Above,Toys,385.61,1542.44
ORD6433,CUST1242,PROD126,2024-08-06,3,Buy,Toys,310.55,931.6500000000001
ORD6434,CUST1121,PROD140,2025-02-09,4,System,Electronics,232.38,929.52
ORD6435,CUST1146,PROD115,2024-08-16,1,Result,Clothing,409.11,409.11
ORD6436,CUST1566,PROD133,2025-06-07,4,Window,Electronics,275.99,1103.96
ORD6437,CUST1749,PROD131,2025-05-30,3,Beyond,Electronics,50.05,150.14999999999998
ORD6438,CUST1355,PROD125,2024-07-17,3,Article,Home,452.06,1356.18
ORD6439,CUST1684,PROD124,2024-08-18,2,Piece,Electronics,403.5,807.0
ORD6440,CUST1903,PROD101,2024-08-05,3,Science,Electronics,124.34,373.02
ORD6441,CUST1732,PROD111,2024-11-10,2,Administration,Clothing,251.59,503.18
ORD6442,CUST1630,PROD139,2024-09-25,1,Group,Books,399.25,399.25
ORD6443,CUST1308,PROD108,2025-04-13,3,Chance,Toys,28.21,84.63
ORD6444,CUST1694,PROD111,2024-11-22,4,Administration,Clothing,251.59,1006.36
ORD6445,CUST1287,PROD125,2024-11-04,1,Article,Home,452.06,452.06
ORD6446,CUST1306,PROD108,2024-09-13,4,Chance,Toys,28.21,112.84
ORD6447,CUST1811,PROD109,2024-11-15,4,Understand,Home,137.99,551.96
ORD6448,CUST1593,PROD131,2025-06-09,4,Beyond,Electronics,50.05,200.2
ORD6449,CUST1965,PROD133,2024-07-18,1,Window,Electronics,275.99,275.99
ORD6450,CUST1913,PROD147,2025-04-03,1,Discover,Toys,108.52,108.52
ORD6451,CUST1722,PROD119,2024-11-17,3,Force,Toys,297.03,891.0899999999999
ORD6452,CUST1661,PROD138,2024-12-20,4,Provide,Toys,350.33,1401.32
ORD6453,CUST1548,PROD101,2025-02-20,2,Science,Electronics,124.34,248.68
ORD6454,CUST1351,PROD100,2025-07-05,3,Follow,Electronics,192.04,576.12
ORD6455,CUST1311,PROD135,2025-01-17,1,Director,Electronics,455.68,455.68
ORD6456,CUST1872,PROD123,2024-11-13,2,Bill,Clothing,321.48,642.96
ORD6457,CUST1058,PROD126,2025-03-07,1,Buy,Toys,310.55,310.55
ORD6458,CUST1642,PROD101,2024-10-30,2,Science,Electronics,124.34,248.68
ORD6459,CUST1923,PROD130,2024-08-08,3,Hour,Home,279.63,838.89
ORD6460,CUST1713,PROD113,2024-11-25,2,Run,Toys,416.53,833.06
ORD6461,CUST1754,PROD101,2024-11-02,3,Science,Electronics,124.34,373.02
ORD6462,CUST1034,PROD128,2024-08-26,1,Station,Electronics,306.0,306.0
ORD6463,CUST1444,PROD114,2024-07-31,2,Themselves,Electronics,157.35,314.7
ORD6464,CUST1092,PROD111,2025-01-13,4,Administration,Clothing,251.59,1006.36
ORD6465,CUST1949,PROD136,2025-03-21,4,Site,Home,152.49,609.96
ORD6466,CUST1958,PROD127,2024-12-05,1,Ago,Clothing,490.33,490.33
ORD6467,CUST1206,PROD119,2024-08-11,2,Force,Toys,297.03,594.06
ORD6468,CUST1352,PROD138,2025-05-09,4,Provide,Toys,350.33,1401.32
ORD6469,CUST1902,PROD123,2024-07-30,3,Bill,Clothing,321.48,964.44
ORD6470,CUST1331,PROD120,2024-11-28,2,Seat,Toys,242.62,485.24
ORD6471,CUST1816,PROD109,2025-01-12,2,Understand,Home,137.99,275.98
ORD6472,CUST1861,PROD145,2024-10-13,4,Consider,Toys,312.3,1249.2
ORD6473,CUST1724,PROD113,2025-01-19,3,Run,Toys,416.53,1249.59
ORD6474,CUST1158,PROD136,2024-09-23,3,Site,Home,152.49,457.47
ORD6475,CUST1953,PROD117,2025-02-20,3,Chair,Clothing,48.76,146.28
ORD6476,CUST1956,PROD123,2024-12-08,2,Bill,Clothing,321.48,642.96
ORD6477,CUST1023,PROD113,2025-03-04,1,Run,Toys,416.53,416.53
ORD6478,CUST1403,PROD133,2025-02-19,2,Window,Electronics,275.99,551.98
ORD6479,CUST1804,PROD111,2024-08-31,2,Administration,Clothing,251.59,503.18
ORD6480,CUST1515,PROD121,2025-03-17,4,Almost,Electronics,213.17,852.68
ORD6481,CUST1731,PROD105,2024-10-17,1,Hot,Toys,107.58,107.58
ORD6482,CUST1363,PROD135,2025-06-02,3,Director,Electronics,455.68,1367.04
ORD6483,CUST1381,PROD144,2025-06-13,4,Free,Toys,27.7,110.8
ORD6484,CUST1531,PROD135,2025-06-14,2,Director,Electronics,455.68,911.36
ORD6485,CUST1955,PROD121,2025-06-29,1,Almost,Electronics,213.17,213.17
ORD6486,CUST1151,PROD113,2025-02-01,3,Run,Toys,416.53,1249.59
ORD6487,CUST1561,PROD115,2025-04-12,3,Result,Clothing,409.11,1227.33
ORD6488,CUST1688,PROD135,2025-03-30,2,Director,Electronics,455.68,911.36
ORD6489,CUST1946,PROD124,2025-02-01,3,Piece,Electronics,403.5,1210.5
ORD6490,CUST1607,PROD131,2024-10-29,3,Beyond,Electronics,50.05,150.14999999999998
ORD6491,CUST1616,PROD132,2025-06-01,1,Look,Toys,364.57,364.57
ORD6492,CUST1419,PROD144,2024-10-09,4,Free,Toys,27.7,110.8
ORD6493,CUST1249,PROD135,2024-09-06,1,Director,Electronics,455.68,455.68
ORD6494,CUST1116,PROD119,2025-04-30,4,Force,Toys,297.03,1188.12
ORD6495,CUST1865,PROD117,2024-09-21,4,Chair,Clothing,48.76,195.04
ORD6496,CUST1511,PROD137,2024-11-10,4,Election,Electronics,264.18,1056.72
ORD6497,CUST1739,PROD102,2024-11-22,3,Focus,Electronics,106.5,319.5
ORD6498,CUST1577,PROD122,2025-01-21,1,Why,Electronics,393.41,393.41
ORD6499,CUST1334,PROD131,2024-08-18,3,Beyond,Electronics,50.05,150.14999999999998
ORD6500,CUST1417,PROD144,2025-05-06,2,Free,Toys,27.7,55.4
ORD6501,CUST1931,PROD115,2024-07-30,1,Result,Clothing,409.11,409.11
ORD6502,CUST1773,PROD104,2024-09-30,4,Cup,Books,140.99,563.96
ORD6503,CUST1294,PROD103,2025-05-24,3,Case,Toys,129.46,388.38
ORD6504,CUST1937,PROD120,2025-03-28,3,Seat,Toys,242.62,727.86
ORD6505,CUST1754,PROD139,2024-08-11,1,Group,Books,399.25,399.25
ORD6506,CUST1370,PROD113,2024-11-01,1,Run,Toys,416.53,416.53
ORD6507,CUST1185,PROD138,2025-04-10,4,Provide,Toys,350.33,1401.32
ORD6508,CUST1245,PROD130,2025-06-25,4,Hour,Home,279.63,1118.52
ORD6509,CUST1636,PROD113,2025-02-06,2,Run,Toys,416.53,833.06
